# Species	Genes	Alg.-Conn.	Pb_filNoH.faa	Pc_filNoH.faa	Pf_filNoH.faa	Pk_filNoH.faa	Pv_filNoH.faa	Py_filNoH.faa	Tg_filNoH.faa	h_tartakovskyi_filteredNoH.faa
3	3	1	*	3215_g	*	3289_g	3189_g	*	*	*
3	3	1	*	3248_g	*	3314_g	3229_g	*	*	*
3	3	1	*	3292_g	*	3359_g	3271_g	*	*	*
3	3	1	*	3305_g	894_g	3374_g	*	*	*	*
3	3	1	*	3380_g	*	3460_g	3364_g	*	*	*
3	3	1	*	3448_g	*	3527_g	3442_g	*	*	*
3	3	1	*	3457_g	*	3535_g	3451_g	*	*	*
3	3	1	*	3469_g	*	3547_g	3463_g	*	*	*
3	3	1	*	3557_g	*	3638_g	3565_g	*	*	*
3	3	1	*	3760_g	*	3838_g	3756_g	*	*	*
3	3	1	*	3772_g	*	3850_g	3768_g	*	*	*
3	3	1	*	378_g	*	386_g	368_g	*	*	*
3	3	1	*	3803_g	*	3883_g	3797_g	*	*	*
3	3	1	*	3857_g	*	3939_g	3848_g	*	*	*
3	3	1	*	3888_g	*	3971_g	3882_g	*	*	*
3	3	1	*	389_g	594_g	397_g	*	*	*	*
3	3	1	*	3915_g	*	4000_g	3911_g	*	*	*
3	3	1	*	3933_g	*	4018_g	3928_g	*	*	*
3	3	1	*	3948_g	*	4031_g	3943_g	*	*	*
3	3	1	*	3965_g	*	4057_g	3964_g	*	*	*
3	3	1	*	3982_g	*	4079_g	3985_g	*	*	*
3	3	1	*	4007_g	*	4104_g	4009_g	*	*	*
3	3	1	*	4145_g	*	4243_g	4159_g	*	*	*
3	3	1	*	4318_g	*	4424_g	4326_g	*	*	*
3	3	1	*	4429_g	*	4534_g	4432_g	*	*	*
3	3	1	*	4450_g	*	4557_g	4455_g	*	*	*
3	3	1	*	454_g	*	464_g	438_g	*	*	*
3	3	1	*	4573_g	*	4685_g	4579_g	*	*	*
3	3	1	*	4644_g	*	*	4646_g	3821_g	*	*
3	3	1	*	4673_g	*	4782_g	4673_g	*	*	*
3	3	1	*	4676_g	*	4784_g	4675_g	*	*	*
3	3	1	*	4690_g	2844_g	*	*	3770_g	*	*
3	3	1	*	4702_g	*	4813_g	4702_g	*	*	*
3	3	1	*	4718_g	*	4830_g	4719_g	*	*	*
3	3	1	*	4765_g	*	4872_g	4763_g	*	*	*
3	3	1	*	4768_g	*	4876_g	4766_g	*	*	*
3	3	1	*	4811_g	*	4917_g	4804_g	*	*	*
3	3	1	*	4828_g	*	4933_g	4820_g	*	*	*
3	3	1	*	542_g	*	555_g	520_g	*	*	*
3	3	1	*	570_g	*	585_g	547_g	*	*	*
3	3	1	*	598_g	*	615_g	573_g	*	*	*
3	3	1	*	647_g	3527_g	665_g	*	*	*	*
3	3	1	*	655_g	*	674_g	629_g	*	*	*
3	3	1	*	705_g	*	730_g	683_g	*	*	*
3	3	1	*	733_g	*	763_g	712_g	*	*	*
3	3	1	*	738_g	*	771_g	*	57_g	*	*
3	3	1	*	780_g	*	817_g	766_g	*	*	*
3	3	1	*	798_g	*	835_g	784_g	*	*	*
3	3	1	*	916_g	*	955_g	898_g	*	*	*
3	3	1	1198_g	1921_g	*	1956_g	*	*	*	*
3	3	1	1472_g	*	*	4845_g	*	3731_g	*	*
3	3	1	1700_g	*	*	*	2050_g	1144_g	*	*
3	3	1	2110_g	2325_g	*	2393_g	*	*	*	*
3	3	1	2591_g	3817_g	*	3899_g	*	*	*	*
3	3	1	286_g	4001_g	*	4098_g	*	*	*	*
3	3	1	3291_g	4268_g	3863_g	*	*	*	*	*
3	3	1	361_g	3603_g	*	3688_g	*	*	*	*
3	3	1	3878_g	*	*	*	2709_g	1965_g	*	*
3	3	1	3932_g	*	4572_g	*	168_g	*	*	*
3	3	1	413_g	*	5096_g	*	*	4551_g	*	*
3	3	1	515_g	1814_g	*	*	*	*	*	2357_g
3	3	1	6846_g	*	*	*	*	4577_g	*	1408_g
3	3	1	7081_g	1793_g	*	*	*	2482_g	*	*
3	3	1	766_g	3368_g	*	*	3352_g	*	*	*
3	3	0.33	*	*	*	*	2360_g	1451_g	*	2505_g
3	3	0.33	*	*	*	*	2568_g	681_g	*	2132_g
3	3	0.33	*	*	*	*	2927_g	3396_g	*	963_g
3	3	0.33	*	*	*	*	3078_g	4201_g	*	312_g
3	3	0.33	*	*	*	*	3091_g	4188_g	*	3473_g
3	3	0.33	*	*	*	*	391_g	1712_g	*	1446_g
3	3	0.33	*	*	*	*	4349_g	2867_g	*	2417_g
3	3	0.33	*	*	*	2153_g	2063_g	*	*	717_g
3	3	0.33	*	*	*	231_g	207_g	4391_g	*	*
3	3	0.33	*	*	*	2360_g	2253_g	1344_g	*	*
3	3	0.33	*	*	*	2717_g	2621_g	*	*	1401_g
3	3	0.33	*	*	*	3320_g	3234_g	*	*	2412_g
3	3	0.33	*	*	*	3413_g	3322_g	4502_g	*	*
3	3	0.33	*	*	*	3537_g	3453_g	3022_g	*	*
3	3	0.33	*	*	*	3573_g	3486_g	2993_g	*	*
3	3	0.33	*	*	*	3682_g	3692_g	3131_g	*	*
3	3	0.33	*	*	*	3755_g	3626_g	*	*	2950_g
3	3	0.33	*	*	*	4068_g	*	2089_g	*	3585_g
3	3	0.33	*	*	*	4749_g	4643_g	*	*	2427_g
3	3	0.33	*	*	*	4880_g	4771_g	3697_g	*	*
3	3	0.33	*	*	*	587_g	*	4274_g	*	447_g
3	3	0.33	*	*	*	686_g	*	129_g	*	1991_g
3	3	0.33	*	*	*	744_g	696_g	*	*	226_g
3	3	0.33	*	*	*	937_g	881_g	278_g	*	*
3	3	0.33	*	*	1140_g	3028_g	2917_g	*	*	*
3	3	0.33	*	*	1157_g	*	2930_g	*	*	2837_g
3	3	0.33	*	*	1382_g	1837_g	1763_g	*	*	*
3	3	0.33	*	*	1574_g	*	1575_g	*	*	3069_g
3	3	0.33	*	*	1915_g	1154_g	1098_g	*	*	*
3	3	0.33	*	*	2100_g	1545_g	1474_g	*	*	*
3	3	0.33	*	*	2163_g	*	2137_g	1230_g	*	*
3	3	0.33	*	*	2179_g	2254_g	*	1245_g	*	*
3	3	0.33	*	*	2325_g	*	*	1387_g	*	1787_g
3	3	0.33	*	*	2333_g	*	*	1395_g	*	2216_g
3	3	0.33	*	*	2344_g	2424_g	*	*	*	1331_g
3	3	0.33	*	*	2473_g	2553_g	*	1522_g	*	*
3	3	0.33	*	*	2511_g	2593_g	2478_g	*	*	*
3	3	0.33	*	*	2813_g	4768_g	4659_g	*	*	*
3	3	0.33	*	*	2919_g	4879_g	*	3698_g	*	*
3	3	0.33	*	*	2927_g	4887_g	*	3690_g	*	*
3	3	0.33	*	*	3180_g	3607_g	*	*	*	3249_g
3	3	0.33	*	*	3263_g	3697_g	3678_g	*	*	*
3	3	0.33	*	*	3520_g	672_g	*	*	*	1797_g
3	3	0.33	*	*	3607_g	580_g	542_g	*	*	*
3	3	0.33	*	*	360_g	952_g	*	*	*	2859_g
3	3	0.33	*	*	3732_g	*	4406_g	2807_g	*	*
3	3	0.33	*	*	3737_g	4506_g	4401_g	*	*	*
3	3	0.33	*	*	3915_g	4318_g	*	645_g	*	*
3	3	0.33	*	*	4010_g	3848_g	*	2294_g	*	*
3	3	0.33	*	*	4023_g	3864_g	3779_g	*	*	*
3	3	0.33	*	*	4046_g	*	3802_g	2260_g	*	*
3	3	0.33	*	*	4108_g	3952_g	3861_g	*	*	*
3	3	0.33	*	*	4121_g	*	3875_g	*	*	430_g
3	3	0.33	*	*	4235_g	4091_g	*	2068_g	*	*
3	3	0.33	*	*	4239_g	*	4000_g	2065_g	*	*
3	3	0.33	*	*	4266_g	4124_g	*	2035_g	*	*
3	3	0.33	*	*	4332_g	*	2765_g	1914_g	*	*
3	3	0.33	*	*	4406_g	2783_g	*	1983_g	*	*
3	3	0.33	*	*	445_g	863_g	*	*	*	3216_g
3	3	0.33	*	*	4493_g	272_g	*	4430_g	*	*
3	3	0.33	*	*	4515_g	246_g	219_g	*	*	*
3	3	0.33	*	*	4573_g	*	167_g	4350_g	*	*
3	3	0.33	*	*	4612_g	145_g	*	807_g	*	*
3	3	0.33	*	*	465_g	*	793_g	194_g	*	*
3	3	0.33	*	*	4663_g	*	*	856_g	*	848_g
3	3	0.33	*	*	4683_g	*	*	878_g	*	549_g
3	3	0.33	*	*	478_g	*	*	181_g	*	2807_g
3	3	0.33	*	*	4817_g	*	*	4144_g	*	273_g
3	3	0.33	*	*	4999_g	2941_g	2833_g	*	*	*
3	3	0.33	*	*	5020_g	2964_g	2855_g	*	*	*
3	3	0.33	*	*	578_g	*	392_g	*	*	1445_g
3	3	0.33	*	*	613_g	376_g	*	1745_g	*	*
3	3	0.33	*	*	621_g	*	350_g	*	121_g	*
3	3	0.33	*	*	640_g	*	330_g	1773_g	*	*
3	3	0.33	*	*	870_g	3398_g	3307_g	*	*	*
3	3	0.33	*	*	947_g	3317_g	*	3192_g	*	*
3	3	0.33	*	*	95_g	2007_g	1929_g	*	*	*
3	3	0.33	*	1009_g	266_g	*	990_g	*	*	*
3	3	0.33	*	1028_g	*	1062_g	1009_g	*	*	*
3	3	0.33	*	1029_g	*	1063_g	1010_g	*	*	*
3	3	0.33	*	1031_g	*	1065_g	*	*	*	1241_g
3	3	0.33	*	1037_g	*	1071_g	1019_g	*	*	*
3	3	0.33	*	1065_g	*	1098_g	*	425_g	*	*
3	3	0.33	*	1069_g	*	1102_g	1049_g	*	*	*
3	3	0.33	*	1090_g	*	1123_g	1070_g	*	*	*
3	3	0.33	*	1133_g	*	1173_g	1115_g	*	*	*
3	3	0.33	*	1162_g	1868_g	1205_g	*	*	*	*
3	3	0.33	*	116_g	*	125_g	108_g	*	*	*
3	3	0.33	*	1174_g	*	1216_g	1156_g	*	*	*
3	3	0.33	*	1177_g	1855_g	*	*	*	*	527_g
3	3	0.33	*	1179_g	*	1224_g	1161_g	*	*	*
3	3	0.33	*	117_g	*	126_g	109_g	*	*	*
3	3	0.33	*	118_g	*	127_g	*	821_g	*	*
3	3	0.33	*	1191_g	*	1236_g	1173_g	*	*	*
3	3	0.33	*	1197_g	1837_g	*	1179_g	*	*	*
3	3	0.33	*	1224_g	*	1270_g	1205_g	*	*	*
3	3	0.33	*	1232_g	*	1278_g	1213_g	*	*	*
3	3	0.33	*	1255_g	*	1301_g	1234_g	*	*	*
3	3	0.33	*	1284_g	*	1329_g	1264_g	*	*	*
3	3	0.33	*	1307_g	*	*	*	4722_g	*	265_g
3	3	0.33	*	1308_g	*	1355_g	1289_g	*	*	*
3	3	0.33	*	1315_g	*	*	1296_g	4729_g	*	*
3	3	0.33	*	1320_g	*	*	1301_g	4735_g	*	*
3	3	0.33	*	1330_g	*	1376_g	1310_g	*	*	*
3	3	0.33	*	1367_g	*	1414_g	1343_g	*	*	*
3	3	0.33	*	1396_g	*	1441_g	1371_g	*	*	*
3	3	0.33	*	1446_g	2049_g	1492_g	*	*	*	*
3	3	0.33	*	1461_g	*	1506_g	1438_g	*	*	*
3	3	0.33	*	1509_g	*	1556_g	1485_g	*	*	*
3	3	0.33	*	1526_g	2125_g	1572_g	*	*	*	*
3	3	0.33	*	153_g	*	*	146_g	*	*	1879_g
3	3	0.33	*	1556_g	*	1609_g	1535_g	*	*	*
3	3	0.33	*	1623_g	*	*	*	2644_g	*	2967_g
3	3	0.33	*	1627_g	*	1688_g	1602_g	*	*	*
3	3	0.33	*	1649_g	*	1708_g	1621_g	*	*	*
3	3	0.33	*	1653_g	*	1712_g	1625_g	*	*	*
3	3	0.33	*	1660_g	*	1718_g	1633_g	*	*	*
3	3	0.33	*	1670_g	1507_g	*	*	*	*	1533_g
3	3	0.33	*	1691_g	*	1747_g	*	*	8079_g	*
3	3	0.33	*	1696_g	1480_g	1752_g	*	*	*	*
3	3	0.33	*	1743_g	*	1786_g	1714_g	*	*	*
3	3	0.33	*	1756_g	*	*	1727_g	2516_g	*	*
3	3	0.33	*	1861_g	1316_g	*	1826_g	*	*	*
3	3	0.33	*	1871_g	*	1912_g	1835_g	*	*	*
3	3	0.33	*	1935_g	*	1972_g	1898_g	*	*	*
3	3	0.33	*	2082_g	206_g	*	*	1131_g	*	*
3	3	0.33	*	2096_g	*	2143_g	2053_g	*	*	*
3	3	0.33	*	209_g	*	221_g	198_g	*	*	*
3	3	0.33	*	2113_g	807_g	2162_g	*	*	*	*
3	3	0.33	*	211_g	4537_g	223_g	*	*	*	*
3	3	0.33	*	2125_g	*	2173_g	2082_g	*	*	*
3	3	0.33	*	2173_g	*	*	2130_g	1223_g	*	*
3	3	0.33	*	2189_g	*	2246_g	2145_g	*	*	*
3	3	0.33	*	2247_g	2232_g	*	*	1297_g	*	*
3	3	0.33	*	2248_g	*	2308_g	2205_g	*	*	*
3	3	0.33	*	2312_g	*	2378_g	2269_g	*	*	*
3	3	0.33	*	2326_g	*	2394_g	*	1376_g	*	*
3	3	0.33	*	235_g	*	251_g	223_g	*	*	*
3	3	0.33	*	2378_g	2364_g	*	*	1425_g	*	*
3	3	0.33	*	237_g	*	253_g	225_g	*	*	*
3	3	0.33	*	240_g	*	*	230_g	4416_g	*	*
3	3	0.33	*	2421_g	*	2488_g	2377_g	*	*	*
3	3	0.33	*	2436_g	*	2505_g	*	*	*	557_g
3	3	0.33	*	2457_g	*	2529_g	*	1501_g	*	*
3	3	0.33	*	2473_g	*	*	*	1514_g	*	551_g
3	3	0.33	*	247_g	*	265_g	236_g	*	*	*
3	3	0.33	*	2488_g	2483_g	*	2451_g	*	*	*
3	3	0.33	*	2504_g	2498_g	*	2466_g	*	*	*
3	3	0.33	*	250_g	4497_g	268_g	*	*	*	*
3	3	0.33	*	2565_g	1049_g	*	2540_g	*	*	*
3	3	0.33	*	259_g	*	278_g	248_g	*	*	*
3	3	0.33	*	2601_g	*	2672_g	2577_g	*	*	*
3	3	0.33	*	2606_g	*	2679_g	*	694_g	*	*
3	3	0.33	*	2612_g	*	2685_g	2589_g	*	*	*
3	3	0.33	*	2623_g	*	2696_g	2600_g	*	*	*
3	3	0.33	*	2650_g	*	2727_g	2628_g	*	*	*
3	3	0.33	*	2682_g	*	2756_g	2655_g	*	*	*
3	3	0.33	*	2714_g	4410_g	*	2686_g	*	*	*
3	3	0.33	*	2743_g	*	2811_g	2715_g	*	*	*
3	3	0.33	*	2744_g	4380_g	*	2716_g	*	*	*
3	3	0.33	*	2757_g	*	2825_g	2730_g	*	*	*
3	3	0.33	*	2760_g	*	2829_g	2733_g	*	*	*
3	3	0.33	*	2792_g	*	2866_g	*	1910_g	*	*
3	3	0.33	*	2819_g	*	2893_g	2792_g	*	*	*
3	3	0.33	*	2831_g	*	*	2803_g	*	*	469_g
3	3	0.33	*	2861_g	*	2938_g	2830_g	*	*	*
3	3	0.33	*	2865_g	5000_g	*	2834_g	*	*	*
3	3	0.33	*	2896_g	*	2973_g	2864_g	*	*	*
3	3	0.33	*	2926_g	*	3005_g	2895_g	*	*	*
3	3	0.33	*	2982_g	*	*	2936_g	3407_g	*	*
3	3	0.33	*	2990_g	*	*	2944_g	3415_g	*	*
3	3	0.33	*	3005_g	*	3075_g	*	3431_g	*	*
3	3	0.33	*	3006_g	*	3076_g	2960_g	*	*	*
3	3	0.33	*	3013_g	1193_g	*	2966_g	*	*	*
3	3	0.33	*	301_g	*	309_g	290_g	*	*	*
3	3	0.33	*	303_g	*	311_g	292_g	*	*	*
3	3	0.33	*	3088_g	*	3156_g	3061_g	*	*	*
3	3	0.33	*	3090_g	*	3158_g	3063_g	*	*	*
3	3	0.33	*	3098_g	*	3164_g	3070_g	*	*	*
3	3	0.33	*	3107_g	*	3174_g	3080_g	*	*	*
3	3	0.33	*	3121_g	*	3195_g	3093_g	*	*	*
3	3	0.33	*	3128_g	*	3203_g	3100_g	*	*	*
3	3	0.33	*	3136_g	*	3211_g	*	*	*	3383_g
3	3	0.33	*	3150_g	*	3225_g	3124_g	*	*	*
3	3	0.33	*	3162_g	*	3237_g	3136_g	*	*	*
3	3	0.33	*	3180_g	*	3253_g	*	4139_g	*	*
3	3	0.33	*	3213_g	*	3287_g	3187_g	*	*	*
3	3	0.33	*	3219_g	*	3293_g	3193_g	*	*	*
3	3	0.33	*	3260_g	*	3326_g	3240_g	*	*	*
3	3	0.33	*	3271_g	*	3337_g	3251_g	*	*	*
3	3	0.33	*	3287_g	*	*	3265_g	3223_g	*	*
3	3	0.33	*	3344_g	*	*	3324_g	4504_g	*	*
3	3	0.33	*	3358_g	*	3433_g	3340_g	*	*	*
3	3	0.33	*	3410_g	*	3491_g	3393_g	*	*	*
3	3	0.33	*	3434_g	*	3512_g	3430_g	*	*	*
3	3	0.33	*	3441_g	*	3518_g	3436_g	*	*	*
3	3	0.33	*	3464_g	*	3542_g	*	3017_g	*	*
3	3	0.33	*	3489_g	*	3571_g	3484_g	*	*	*
3	3	0.33	*	3535_g	*	3612_g	3540_g	*	*	*
3	3	0.33	*	3547_g	*	3627_g	3554_g	*	*	*
3	3	0.33	*	355_g	*	362_g	*	1759_g	*	*
3	3	0.33	*	3601_g	*	3686_g	3688_g	*	*	*
3	3	0.33	*	3604_g	*	3689_g	3685_g	*	*	*
3	3	0.33	*	3644_g	3294_g	3728_g	*	*	*	*
3	3	0.33	*	3648_g	*	3731_g	3646_g	*	*	*
3	3	0.33	*	3656_g	*	3741_g	3638_g	*	*	*
3	3	0.33	*	3696_g	3348_g	*	3600_g	*	*	*
3	3	0.33	*	3769_g	*	*	3765_g	*	*	1851_g
3	3	0.33	*	3791_g	*	3872_g	*	*	*	1718_g
3	3	0.33	*	3820_g	*	3901_g	*	2249_g	*	*
3	3	0.33	*	3823_g	*	3904_g	3814_g	*	*	*
3	3	0.33	*	3831_g	*	3912_g	3822_g	*	*	*
3	3	0.33	*	384_g	*	*	*	1732_g	*	2909_g
3	3	0.33	*	3854_g	4093_g	*	3845_g	*	*	*
3	3	0.33	*	3920_g	*	4005_g	3916_g	*	*	*
3	3	0.33	*	3958_g	*	4048_g	3954_g	*	*	*
3	3	0.33	*	3993_g	*	4090_g	3995_g	*	*	*
3	3	0.33	*	4088_g	3057_g	4181_g	*	*	*	*
3	3	0.33	*	4137_g	*	*	*	3583_g	*	1955_g
3	3	0.33	*	418_g	*	*	403_g	1702_g	*	*
3	3	0.33	*	4193_g	3150_g	4290_g	*	*	*	*
3	3	0.33	*	4203_g	3926_g	*	*	636_g	*	*
3	3	0.33	*	4211_g	*	4315_g	4222_g	*	*	*
3	3	0.33	*	425_g	*	435_g	410_g	*	*	*
3	3	0.33	*	4289_g	3844_g	*	4296_g	*	*	*
3	3	0.33	*	4292_g	*	4395_g	*	2915_g	*	*
3	3	0.33	*	434_g	552_g	*	*	*	*	2283_g
3	3	0.33	*	4364_g	*	4473_g	4374_g	*	*	*
3	3	0.33	*	4457_g	*	4564_g	4462_g	*	*	*
3	3	0.33	*	4470_g	*	*	4475_g	3981_g	*	*
3	3	0.33	*	450_g	*	*	433_g	1674_g	*	*
3	3	0.33	*	4519_g	2680_g	4633_g	*	*	*	*
3	3	0.33	*	4545_g	2706_g	4657_g	*	*	*	*
3	3	0.33	*	4546_g	2707_g	*	4555_g	*	*	*
3	3	0.33	*	4576_g	*	4688_g	4582_g	*	*	*
3	3	0.33	*	4588_g	*	*	4593_g	*	*	2966_g
3	3	0.33	*	4627_g	*	4737_g	4630_g	*	*	*
3	3	0.33	*	462_g	*	472_g	446_g	*	*	*
3	3	0.33	*	4650_g	*	4758_g	4651_g	*	*	*
3	3	0.33	*	4670_g	*	4780_g	4670_g	*	*	*
3	3	0.33	*	4672_g	*	*	4672_g	3786_g	*	*
3	3	0.33	*	4681_g	*	4790_g	4680_g	*	*	*
3	3	0.33	*	4757_g	*	*	4756_g	*	*	2987_g
3	3	0.33	*	4766_g	2913_g	4874_g	*	*	*	*
3	3	0.33	*	4791_g	*	4897_g	4787_g	*	*	*
3	3	0.33	*	4797_g	*	4903_g	4793_g	*	*	*
3	3	0.33	*	4802_g	*	4909_g	4797_g	*	*	*
3	3	0.33	*	4824_g	*	4930_g	4816_g	*	*	*
3	3	0.33	*	496_g	3675_g	*	*	1629_g	*	*
3	3	0.33	*	5066_g	*	4_g	5630_g	*	*	*
3	3	0.33	*	5114_g	*	3511_g	3429_g	*	*	*
3	3	0.33	*	600_g	3573_g	*	*	4302_g	*	*
3	3	0.33	*	608_g	*	*	582_g	4310_g	*	*
3	3	0.33	*	641_g	*	*	615_g	777_g	*	*
3	3	0.33	*	662_g	3512_g	680_g	*	*	*	*
3	3	0.33	*	665_g	3509_g	*	638_g	*	*	*
3	3	0.33	*	671_g	3503_g	*	*	124_g	*	*
3	3	0.33	*	673_g	*	692_g	647_g	*	*	*
3	3	0.33	*	707_g	3464_g	732_g	*	*	*	*
3	3	0.33	*	76_g	*	85_g	*	859_g	*	*
3	3	0.33	*	811_g	462_g	*	796_g	*	*	*
3	3	0.33	*	842_g	434_g	*	*	*	*	586_g
3	3	0.33	*	854_g	*	890_g	836_g	*	*	*
3	3	0.33	*	861_g	*	896_g	841_g	*	*	*
3	3	0.33	*	86_g	*	95_g	81_g	*	*	*
3	3	0.33	*	893_g	*	*	875_g	272_g	*	*
3	3	0.33	*	955_g	318_g	*	*	324_g	*	*
3	3	0.33	*	971_g	302_g	*	956_g	*	*	*
3	3	0.33	*	984_g	289_g	*	969_g	*	*	*
3	3	0.33	1051_g	636_g	3536_g	*	*	*	*	*
3	3	0.33	1172_g	*	*	*	1378_g	4812_g	*	*
3	3	0.33	1200_g	1919_g	46_g	*	*	*	*	*
3	3	0.33	1211_g	*	*	4612_g	4506_g	*	*	*
3	3	0.33	1247_g	791_g	*	828_g	*	*	*	*
3	3	0.33	1278_g	*	4344_g	2850_g	*	*	*	*
3	3	0.33	129_g	*	4467_g	*	*	4455_g	*	*
3	3	0.33	1366_g	3663_g	*	*	*	3072_g	*	*
3	3	0.33	1389_g	1121_g	*	*	1103_g	*	*	*
3	3	0.33	1425_g	*	*	*	*	4373_g	*	2679_g
3	3	0.33	1445_g	2267_g	*	*	2228_g	*	*	*
3	3	0.33	1526_g	*	3597_g	*	*	4277_g	*	*
3	3	0.33	1533_g	*	5026_g	2970_g	*	*	*	*
3	3	0.33	1541_g	*	4890_g	*	*	4214_g	*	*
3	3	0.33	1547_g	*	283_g	*	*	356_g	*	*
3	3	0.33	1559_g	533_g	3637_g	*	*	*	*	*
3	3	0.33	1593_g	4790_g	*	*	4786_g	*	*	*
3	3	0.33	1602_g	*	452_g	*	806_g	*	*	*
3	3	0.33	1984_g	2641_g	733_g	*	*	*	*	*
3	3	0.33	19_g	*	4704_g	*	32_g	*	*	*
3	3	0.33	2020_g	3376_g	827_g	*	*	*	*	*
3	3	0.33	2024_g	*	142_g	*	*	1070_g	*	*
3	3	0.33	2047_g	*	*	4238_g	4154_g	*	*	*
3	3	0.33	2093_g	*	1838_g	*	*	562_g	*	*
3	3	0.33	2161_g	*	234_g	*	*	405_g	*	*
3	3	0.33	2189_g	*	*	4291_g	4205_g	*	*	*
3	3	0.33	221_g	*	3825_g	*	*	*	*	2672_g
3	3	0.33	2250_g	*	630_g	357_g	*	*	*	*
3	3	0.33	2316_g	*	*	235_g	*	4395_g	*	*
3	3	0.33	233_g	79_g	*	*	74_g	*	*	*
3	3	0.33	2342_g	*	3757_g	4482_g	*	*	*	*
3	3	0.33	2399_g	*	*	*	4726_g	3739_g	*	*
3	3	0.33	2419_g	3762_g	4002_g	*	*	*	*	*
3	3	0.33	2424_g	*	*	3663_g	*	3148_g	*	*
3	3	0.33	2462_g	*	4710_g	*	26_g	*	*	*
3	3	0.33	2474_g	*	603_g	*	*	1736_g	*	*
3	3	0.33	2479_g	*	4375_g	*	2722_g	*	*	*
3	3	0.33	2482_g	*	*	4566_g	4464_g	*	*	*
3	3	0.33	2489_g	*	*	*	*	4208_g	*	367_g
3	3	0.33	2509_g	1339_g	*	*	*	4751_g	*	*
3	3	0.33	2583_g	1107_g	1924_g	*	*	*	*	*
3	3	0.33	2600_g	64_g	*	72_g	*	*	*	*
3	3	0.33	2653_g	*	2262_g	*	*	1327_g	*	*
3	3	0.33	2766_g	*	4506_g	257_g	*	*	*	*
3	3	0.33	2779_g	4526_g	*	*	4534_g	*	*	*
3	3	0.33	2795_g	*	426_g	885_g	*	*	*	*
3	3	0.33	2837_g	3745_g	*	3823_g	*	*	*	*
3	3	0.33	2873_g	628_g	*	*	*	4329_g	*	*
3	3	0.33	2900_g	*	4395_g	*	4853_g	*	*	*
3	3	0.33	2909_g	*	3443_g	*	*	67_g	*	*
3	3	0.33	2912_g	*	*	1498_g	*	4083_g	*	*
3	3	0.33	2969_g	*	2386_g	*	*	1447_g	*	*
3	3	0.33	2987_g	*	3831_g	*	4309_g	*	*	*
3	3	0.33	3002_g	*	2328_g	*	*	1390_g	*	*
3	3	0.33	3040_g	*	3285_g	*	*	3099_g	*	*
3	3	0.33	3058_g	3568_g	*	*	*	3159_g	*	*
3	3	0.33	3076_g	477_g	*	*	457_g	*	*	*
3	3	0.33	3080_g	*	*	3620_g	3549_g	*	*	*
3	3	0.33	3181_g	*	2178_g	*	*	1244_g	*	*
3	3	0.33	3234_g	2180_g	*	2237_g	*	*	*	*
3	3	0.33	3235_g	2179_g	*	*	2136_g	*	*	*
3	3	0.33	3258_g	*	*	*	118_g	*	*	1462_g
3	3	0.33	3264_g	*	*	*	1240_g	*	*	2318_g
3	3	0.33	3300_g	*	*	1743_g	*	2584_g	*	*
3	3	0.33	3317_g	*	*	*	2003_g	1096_g	*	*
3	3	0.33	332_g	*	*	*	*	428_g	10085_g	*
3	3	0.33	3349_g	1267_g	*	*	*	*	*	3191_g
3	3	0.33	3384_g	*	*	2070_g	*	1081_g	*	*
3	3	0.33	3405_g	*	*	2652_g	*	2324_g	*	*
3	3	0.33	3413_g	572_g	*	*	549_g	*	*	*
3	3	0.33	3457_g	1149_g	*	1192_g	*	*	*	*
3	3	0.33	3461_g	*	1208_g	*	*	3453_g	*	*
3	3	0.33	3462_g	*	*	*	2981_g	3454_g	*	*
3	3	0.33	3561_g	1584_g	*	1635_g	*	*	*	*
3	3	0.33	3564_g	4465_g	*	*	4470_g	*	*	*
3	3	0.33	3603_g	*	*	4754_g	4648_g	*	*	*
3	3	0.33	3605_g	*	2260_g	2338_g	*	*	*	*
3	3	0.33	3606_g	*	*	2339_g	2234_g	*	*	*
3	3	0.33	3629_g	*	*	2627_g	2532_g	*	*	*
3	3	0.33	3645_g	*	*	2224_g	2124_g	*	*	*
3	3	0.33	3671_g	*	*	2003_g	1925_g	*	*	*
3	3	0.33	3729_g	*	2745_g	*	*	*	*	2638_g
3	3	0.33	3783_g	*	*	4236_g	*	3584_g	*	*
3	3	0.33	3798_g	*	*	1504_g	1436_g	*	*	*
3	3	0.33	3923_g	*	1637_g	*	*	*	*	1594_g
3	3	0.33	396_g	*	*	1693_g	*	*	*	3247_g
3	3	0.33	3975_g	*	2432_g	2509_g	*	*	*	*
3	3	0.33	4009_g	*	*	*	2256_g	1347_g	*	*
3	3	0.33	4022_g	*	*	4174_g	4100_g	*	*	*
3	3	0.33	4186_g	*	*	2689_g	*	703_g	*	*
3	3	0.33	4295_g	*	25_g	*	*	961_g	*	*
3	3	0.33	4342_g	*	3650_g	*	499_g	*	*	*
3	3	0.33	4373_g	*	2646_g	*	*	3962_g	*	*
3	3	0.33	4389_g	*	*	*	4676_g	*	*	1138_g
3	3	0.33	4415_g	*	4252_g	*	*	2049_g	*	*
3	3	0.33	442_g	1071_g	*	*	*	*	*	1479_g
3	3	0.33	4485_g	*	3777_g	*	*	2851_g	*	*
3	3	0.33	487_g	*	373_g	*	883_g	*	*	*
3	3	0.33	4966_g	1570_g	*	*	*	2694_g	*	*
